Relation ID,Relation Strings,Test Triple Count,Train Triple Count,Relation Type,Filtered MR,Filtered MRR,Filtered Hits@1,Filtered Hits@3,Filtered Hits@10
19,/award/award_winning_work/awards_won./award/award_honor/award_winner,362,373,1-1,1488.1947513812154,0.28563300285550114,0.2361878453038674,0.30386740331491713,0.3825966850828729
20,/film/film/release_date_s./film/film_regional_release_date/film_release_region,1412,322,M-1,545.4242209631728,0.060465010299898744,0.02726628895184136,0.04815864022662889,0.11614730878186968
21,/film/film/language,286,323,M-1,555.2587412587412,0.36267516663024474,0.3094405594405594,0.39335664335664333,0.4597902097902098
22,/music/artist/genre,640,389,M-1,995.6515625,0.12903426885604857,0.0921875,0.13046875,0.2015625
23,/location/location/containedby,580,366,M-1,1611.1008620689656,0.2129216687432651,0.16724137931034483,0.225,0.2991379310344828
24,/people/person/ethnicity,239,340,M-1,945.8723849372385,0.28084407790435406,0.2301255230125523,0.2928870292887029,0.3891213389121339
25,/education/educational_institution/students_graduates./education/education/degree,255,367,M-1,111.40392156862745,0.3137764425838695,0.23529411764705882,0.307843137254902,0.5176470588235295
26,/award/award_category/nominees./award/award_nomination/award_nominee,1365,350,1-N,1918.5080586080587,0.056646175174922736,0.035164835164835165,0.05347985347985348,0.09963369963369964
27,/award/award_ceremony/awards_presented./award/award_honor/award,330,327,M-N,121.67727272727272,0.2674068104137074,0.18333333333333332,0.2545454545454545,0.45
28,/location/location/contains,569,381,1-N,1497.45079086116,0.22422360116861406,0.17838312829525482,0.24165202108963094,0.30667838312829526
29,/organization/organization/headquarters./location/mailing_address/country,21,177,M-1,91.04761904761905,0.8625048682803199,0.8333333333333334,0.8809523809523809,0.9047619047619048
30,/people/person/profession,1231,384,M-1,1609.121445978879,0.12719375771492308,0.0751421608448416,0.1389114541023558,0.2437043054427295
31,/film/film_job/films_with_this_crew_job./film/film_crew_gig/film,660,319,1-N,370.3666666666667,0.1852092742919922,0.10075757575757575,0.19696969696969696,0.4015151515151515
32,/people/profession/people_with_this_profession,1236,364,1-N,1658.2467637540453,0.13543778947256144,0.08414239482200647,0.14805825242718446,0.24959546925566342
33,/film/film_costumer_designer/costume_design_for_film,27,188,1-N,1.0,1.0,1.0,1.0,1.0
34,/location/statistical_region/religions./location/religion_percentage/religion,56,380,M-N,81.8125,0.6695709228515625,0.5982142857142857,0.6964285714285714,0.8482142857142857
35,/film/film_genre/films_in_this_genre,820,389,1-N,805.7463414634146,0.14096665731290492,0.08231707317073171,0.14878048780487804,0.2682926829268293
36,/tv/tv_genre/programs,100,355,M-N,43.655,0.539584083557129,0.47,0.55,0.7
37,/award/award_nominee/award_nominations./award/award_nomination/award,1362,317,M-1,1838.3215859030836,0.07039623288506103,0.04588839941262849,0.07378854625550661,0.10976505139500735
38,/music/genre/artists,634,328,1-N,1286.6238170347003,0.11185644252067109,0.0749211356466877,0.11593059936908517,0.17429022082018927
39,/influence/influence_node/influenced_by,197,381,M-N,655.746192893401,0.2587185196465042,0.22081218274111675,0.2639593908629442,0.33248730964467005
40,/education/educational_institution/students_graduates./education/education/student,287,332,1-N,2160.9198606271775,0.18529930513494935,0.16550522648083624,0.18989547038327526,0.2229965156794425
41,/organization/organization_member/member_of./organization/organization_membership/organization,110,318,M-N,38.03636363636364,0.559737812389027,0.4772727272727273,0.5954545454545455,0.7272727272727273
42,/people/person/place_of_birth,275,389,M-1,2723.769090909091,0.2248121504350142,0.19636363636363635,0.23636363636363636,0.28545454545454546
43,/common/topic/webpage./common/webpage/category,652,357,M-1,3634.1541411042945,0.19861729159676955,0.1633435582822086,0.21625766871165644,0.25920245398773006
44,/media_common/netflix_title/netflix_genres,283,350,M-1,807.5901060070671,0.300747416465948,0.24028268551236748,0.31448763250883394,0.43109540636042404
45,/sports/sports_position/players./american_football/football_historical_roster_position/team,66,332,M-N,6.924242424242424,0.5843013994621508,0.48484848484848486,0.6136363636363636,0.8257575757575758
46,/film/film/other_crew./film/film_crew_gig/film_crew_role,666,376,M-1,418.7545045045045,0.19247044743718328,0.10885885885885886,0.2072072072072072,0.39864864864864863
47,/award/award_ceremony/awards_presented./award/award_honor/award_winner,330,377,1-N,1245.7984848484848,0.2102116671475497,0.1696969696969697,0.2106060606060606,0.28939393939393937
48,/film/film/country,248,362,M-1,481.58266129032256,0.36633642258182647,0.30443548387096775,0.40725806451612906,0.4717741935483871
49,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,233,377,M-N,31.658798283261802,0.30296096474315987,0.24034334763948498,0.28969957081545067,0.41416309012875535
50,/award/award_winning_work/awards_won./award/award_honor/award,405,374,M-1,518.3777777777777,0.19197058030116707,0.15185185185185185,0.18765432098765433,0.2691358024691358
51,/base/schemastaging/tv_actor_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/program,10,60,M-N,1.05,0.975,0.95,1.0,1.0
52,/film/film/genre,768,324,M-1,900.7747395833334,0.12707918882369995,0.07421875,0.12825520833333334,0.24869791666666666
53,/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee,685,342,1-1,1688.9401459854014,0.18473088619482778,0.13138686131386862,0.20510948905109488,0.2927007299270073
54,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,231,363,1-N,357.38961038961037,0.33072493912337664,0.27056277056277056,0.3463203463203463,0.45454545454545453
55,/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,49,341,M-1,5.387755102040816,0.8702123992297114,0.8469387755102041,0.8979591836734694,0.9183673469387755
56,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,145,345,M-1,252.63103448275862,0.6141329535122575,0.6103448275862069,0.6137931034482759,0.6172413793103448
57,/location/administrative_division/second_level_division_of,49,385,M-1,9.989795918367347,0.8565633345623406,0.8469387755102041,0.8469387755102041,0.8775510204081632
58,/government/legislative_session/members./government/government_position_held/district_represented,124,342,M-N,9.725806451612904,0.4323046591974074,0.35080645161290325,0.40725806451612906,0.6532258064516129
59,/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,60,381,M-N,3.091666666666667,0.7678372065226237,0.7,0.8166666666666667,0.9083333333333333
60,/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,87,381,1-N,20.25287356321839,0.697924515296673,0.6264367816091954,0.7528735632183908,0.7931034482758621
61,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,696,325,1-1,1824.1443965517242,0.16520482644267465,0.11709770114942529,0.1839080459770115,0.2579022988505747
62,/people/deceased_person/place_of_death,77,367,M-1,1559.409090909091,0.45524116615196325,0.43506493506493504,0.461038961038961,0.487012987012987
63,/music/group_member/instruments_played,200,362,M-1,212.675,0.28589797973632813,0.21,0.295,0.44
64,/film/production_company/films,159,338,1-N,211.26100628930817,0.4149204470076651,0.3522012578616352,0.4308176100628931,0.5345911949685535
65,/sports/pro_athlete/teams./sports/sports_team_roster/team,79,380,1-N,1.5696202531645569,0.8518159117879747,0.7784810126582279,0.9113924050632911,1.0
66,/base/schemastaging/athlete_extra/salary./base/schemastaging/athlete_salary/team,2,37,1-1,1.0,1.0,1.0,1.0,1.0
67,/music/artist/track_contributions./music/track_contribution/role,202,345,M-N,173.1039603960396,0.2856385448191426,0.22524752475247525,0.2896039603960396,0.42326732673267325
68,/organization/organization/acquired_by./business/acquisition/acquiring_company,3,26,M-1,1.0,1.0,1.0,1.0,1.0
69,/music/instrument/instrumentalists,221,335,1-N,299.7420814479638,0.2954709152290724,0.21266968325791855,0.3257918552036199,0.4638009049773756
70,/military/military_combatant/military_conflicts./military/military_combatant_group/conflict,52,320,M-N,2.2403846153846154,0.8818209721491888,0.8365384615384616,0.9230769230769231,0.9615384615384616
71,/people/person/education./education/education/institution,276,334,M-1,2607.697463768116,0.13403378362240997,0.11413043478260869,0.13768115942028986,0.17028985507246377
72,/award/award_category/winners./award/award_honor/honored_for,356,322,1-N,582.1123595505618,0.18563111980309646,0.14185393258426968,0.19241573033707865,0.2640449438202247
73,/people/person/gender,432,362,M-1,1531.7881944444443,0.3585463629828559,0.29398148148148145,0.41782407407407407,0.44675925925925924
74,/business/job_title/people_with_this_title./business/employment_tenure/company,73,321,M-N,64.45890410958904,0.6059792401039437,0.541095890410959,0.636986301369863,0.7465753424657534
75,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,158,368,1-1,630.8575949367089,0.4335068811344195,0.38924050632911394,0.4525316455696203,0.5031645569620253
76,/fictional_universe/fictional_character/occupation,1,15,1-1,1.0,1.0,1.0,1.0,1.0
77,/education/field_of_study/students_majoring./education/education/institution,291,360,M-N,156.51202749140893,0.18822970832746053,0.1323024054982818,0.19072164948453607,0.30412371134020616
78,/business/business_operation/industry,35,323,M-1,1.1428571428571428,0.9870130266462054,0.9857142857142858,0.9857142857142858,0.9857142857142858
79,/award/award_category/winners./award/award_honor/award_winner,621,381,1-N,1763.169887278583,0.12582849573206017,0.09903381642512077,0.13043478260869565,0.1706924315619968
80,/award/award_winner/awards_won./award/award_honor/ceremony,265,360,M-1,1165.7207547169812,0.18728249028043928,0.14339622641509434,0.19622641509433963,0.27547169811320754
81,/location/hud_foreclosure_area/hhuniv./measurement_unit/dated_integer/source,85,353,M-1,127.17058823529412,0.7262065214269301,0.7235294117647059,0.7235294117647059,0.7235294117647059
82,/location/us_county/hud_county_place,38,299,1-1,1.013157894736842,0.993421052631579,0.9868421052631579,1.0,1.0
83,/location/statistical_region/gni_in_ppp_dollars./measurement_unit/dated_money_value/currency,13,136,M-1,2.3076923076923075,0.9278846153846154,0.9230769230769231,0.9230769230769231,0.9230769230769231
84,/people/person/nationality,440,334,M-1,1704.5704545454546,0.2716622092507102,0.2318181818181818,0.28863636363636364,0.35113636363636364
85,/sports/sports_team/roster./baseball/baseball_roster_position/position,14,177,M-N,1.1785714285714286,0.922619070325579,0.8571428571428571,1.0,1.0
86,/music/performance_role/regular_performances./music/group_membership/member,78,381,M-N,57.17948717948718,0.5902857658190604,0.5192307692307693,0.6282051282051282,0.7243589743589743
87,/base/nobelprizes/nobel_prize_winner/nobel_honor./base/nobelprizes/nobel_honor/subject_area,3,16,M-1,2633.0,0.6667090257008871,0.6666666666666666,0.6666666666666666,0.6666666666666666
88,/people/cause_of_death/people,70,374,1-N,405.8357142857143,0.6967566353934151,0.65,0.7142857142857143,0.7928571428571428
89,/tv/tv_program/languages,26,254,M-1,2.076923076923077,0.9454331764808068,0.9423076923076923,0.9423076923076923,0.9423076923076923
90,/user/alexander/philosophy/subject/philosophers,12,100,M-N,1.0833333333333333,0.9583333333333334,0.9166666666666666,1.0,1.0
91,/common/annotation_category/annotations./common/webpage/topic,683,329,1-N,3843.7979502196195,0.1935821801293123,0.1617862371888726,0.2108345534407028,0.24816983894582723
92,/music/genre/parent_genre,84,317,M-N,162.74404761904762,0.5912275314331055,0.5119047619047619,0.6428571428571429,0.7261904761904762
93,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,23,149,1-1,1.0,1.0,1.0,1.0,1.0
94,/influence/influence_node/influenced,219,327,1-N,1052.7260273972602,0.2763193905625713,0.22602739726027396,0.3013698630136986,0.3515981735159817
95,/location/country/capital,19,141,1-1,36.3421052631579,0.9474838658383018,0.9473684210526315,0.9473684210526315,0.9473684210526315
96,/film/special_film_performance_type/film_performance_type./film/performance/film,14,120,1-N,1.1785714285714286,0.9494047846112933,0.9285714285714286,0.9642857142857143,1.0
97,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/sport,256,316,M-N,37.203125,0.22455240786075592,0.154296875,0.208984375,0.349609375
98,/film/writer/film,89,391,1-N,100.56741573033707,0.7581178472283181,0.6910112359550562,0.8089887640449438,0.8764044943820225
99,/soccer/football_team/current_roster./sports/sports_team_roster/player,58,372,M-N,1.2586206896551724,0.9119252829716123,0.853448275862069,0.9655172413793104,1.0
100,/film/film/starring./film/performance/character,10,64,M-1,1.05,0.975,0.95,1.0,1.0
101,/location/hud_county_place/place,63,345,1-1,1.0793650793650793,0.9708994910830543,0.9523809523809523,1.0,1.0
102,/location/country/administrative_divisions,49,346,1-N,1.1020408163265305,0.9600340395557637,0.9285714285714286,0.9897959183673469,1.0
103,/organization/organization/leadership./organization/leadership/role,83,369,M-1,50.765060240963855,0.7129001847232681,0.6927710843373494,0.7168674698795181,0.7349397590361446
104,/music/performance_role/guest_performances./music/recording_contribution/performance_role,57,333,M-N,4.37719298245614,0.7550839206628632,0.6929824561403509,0.7894736842105263,0.8947368421052632
105,/location/location/adjoin_s./location/adjoining_relationship/adjoins,221,378,1-1,455.9524886877828,0.26613763662484974,0.21266968325791855,0.2692307692307692,0.3665158371040724
106,/film/film_subject/films,68,360,1-N,592.9264705882352,0.6923351287841797,0.6691176470588235,0.6911764705882353,0.7352941176470589
107,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,56,343,M-1,279.5625,0.7857708249773298,0.7767857142857143,0.7946428571428571,0.7946428571428571
108,/government/form_of_government/countries,28,300,M-N,1.125,0.9627976417541504,0.9464285714285714,0.9821428571428571,1.0
109,/education/educational_institution/colors,75,370,M-1,117.94,0.4868202209472656,0.42,0.5133333333333333,0.62
110,/base/aareas/schema/administrative_area/administrative_parent,65,384,M-1,146.1,0.8032629159780649,0.7769230769230769,0.8076923076923077,0.8692307692307693
111,/government/political_appointer/appointees./government/government_position_held/basic_title,8,42,M-1,1.25,0.921875,0.875,0.9375,1.0
112,/organization/organization/sectors,1,25,1-1,1.0,1.0,1.0,1.0,1.0
113,/organization/role/leaders./organization/leadership/organization,78,320,1-N,89.30128205128206,0.6509793599446615,0.6153846153846154,0.6730769230769231,0.7115384615384616
114,/location/location/people_born_here,308,384,1-N,2270.62012987013,0.24546591027990564,0.22077922077922077,0.25487012987012986,0.2905844155844156
115,/medicine/risk_factor/diseases,13,161,M-N,3.576923076923077,0.8827381134033203,0.8461538461538461,0.9230769230769231,0.9615384615384616
117,/government/legislative_session/members./government/government_position_held/legislative_sessions,82,344,M-N,5.7439024390243905,0.4618018545755526,0.34146341463414637,0.4695121951219512,0.7987804878048781
118,/olympics/olympic_games/sports,62,337,M-N,3.6693548387096775,0.6828812629945816,0.5967741935483871,0.7096774193548387,0.8951612903225806
119,/people/person/places_lived./people/place_lived/location,412,369,M-1,2587.9599514563106,0.14068169269746947,0.11893203883495146,0.15048543689320387,0.17718446601941748
120,/government/legislative_session/members./government/government_position_held/governmental_body,8,97,M-N,1.0,1.0,1.0,1.0,1.0
121,/location/hud_foreclosure_area/estimated_number_foreclosures./measurement_unit/dated_integer/source,93,360,M-1,96.4247311827957,0.6850798822218372,0.6774193548387096,0.6881720430107527,0.6881720430107527
122,/award/award_category/disciplines_or_subjects,25,202,M-N,11.12,0.9183737182617188,0.88,0.94,0.98
123,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,79,366,M-N,24.088607594936708,0.5447447088700307,0.5126582278481012,0.5253164556962026,0.6265822784810127
124,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,129,331,M-N,16.527131782945737,0.39003528920254965,0.3062015503875969,0.3798449612403101,0.5813953488372093
125,/language/human_language/countries_spoken_in,41,332,M-N,1.0853658536585367,0.9705284862983518,0.9512195121951219,0.9878048780487805,1.0
126,/symbols/namesake/named_after,8,88,M-1,6.25,0.9382352828979492,0.9375,0.9375,0.9375
127,/organization/organization/phone_number./common/phone_number/category,10,57,M-1,5.8,0.9021294593811036,0.9,0.9,0.9
128,/award/award_winner/awards_won./award/award_honor/honored_for,336,344,1-1,1412.3407738095239,0.25662340436662945,0.19047619047619047,0.28869047619047616,0.38095238095238093
129,/people/ethnicity/people,228,326,1-N,1239.4342105263158,0.28050752271685686,0.2412280701754386,0.2916666666666667,0.3508771929824561
130,/fictional_universe/character_occupation/characters_with_this_occupation,1,15,1-1,1.0,1.0,1.0,1.0,1.0
131,/architecture/museum/type_of_museum,2,5,M-1,1.0,1.0,1.0,1.0,1.0
132,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,87,340,M-N,10.775862068965518,0.5624791287827766,0.47701149425287354,0.5862068965517241,0.7413793103448276
133,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,27,247,M-N,2.4444444444444446,0.8529291506166812,0.7962962962962963,0.8888888888888888,0.9259259259259259
134,/film/film/other_crew./film/film_crew_gig/crewmember,52,392,M-1,7.894230769230769,0.9707668011005108,0.9615384615384616,0.9807692307692307,0.9903846153846154
135,/olympics/olympic_games/athletes./olympics/olympic_athlete_affiliation/sport,40,320,M-N,1.4625,0.8653471946716309,0.7875,0.9625,1.0
136,/music/performance_role/track_performances./music/track_contribution/role,403,379,M-N,45.45657568238214,0.1690671177714989,0.11910669975186104,0.14764267990074442,0.2543424317617866
137,/education/school_category/schools_of_this_kind,77,342,1-N,54.41558441558441,0.6471583378779424,0.6038961038961039,0.6688311688311688,0.7272727272727273
138,/sports/sports_team/roster./sports/sports_team_roster/position,398,381,M-1,210.26005025125627,0.33440705879249766,0.21482412060301506,0.41708542713567837,0.5628140703517588
140,/music/record_label/artist,230,334,1-N,828.1826086956522,0.22863573820694633,0.18043478260869567,0.23478260869565218,0.3173913043478261
141,/location/statistical_region/rent50_4./measurement_unit/dated_money_value/currency,34,351,M-1,4.5588235294117645,0.8376780678244198,0.8088235294117647,0.8529411764705882,0.9117647058823529
142,/base/popstra/celebrity/dated./base/popstra/dated/participant,157,327,1-1,961.9872611464968,0.381047291360843,0.3248407643312102,0.42356687898089174,0.4713375796178344
143,/base/locations/continents/countries_within,13,126,1-N,1.1538461538461537,0.9692307985745944,0.9615384615384616,0.9615384615384616,1.0
144,/business/employer/employees./business/employment_tenure/title,75,324,M-N,164.95333333333335,0.6519499206542969,0.58,0.7,0.78
145,/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school,36,268,M-N,2.486111111111111,0.9507635964287652,0.9444444444444444,0.9583333333333334,0.9583333333333334
146,/music/musical_group/member./music/group_membership/role,142,367,M-N,73.58450704225352,0.4135526737696688,0.34507042253521125,0.4295774647887324,0.5492957746478874
147,/sports/sports_team/sport,54,321,M-1,14.222222222222221,0.8142237486662688,0.7870370370370371,0.8240740740740741,0.8518518518518519
148,/film/producer/films_executive_produced,59,375,1-N,142.1949152542373,0.7270059747211004,0.6779661016949152,0.7796610169491526,0.788135593220339
149,/education/educational_institution_campus/educational_institution,57,340,1-1,1.0,1.0,1.0,1.0,1.0
150,/sports/sports_team/league./sports/sports_league_participation/league,12,154,M-1,1.0,1.0,1.0,1.0,1.0
151,/american_football/football_team/current_roster./american_football/football_roster_position/position,73,316,M-N,6.2465753424657535,0.6044796460295376,0.5273972602739726,0.6301369863013698,0.8082191780821918
152,/location/location/events,36,340,M-N,6.958333333333333,0.9138499365912544,0.9027777777777778,0.9166666666666666,0.9305555555555556
153,/people/person/religion,123,363,M-1,781.2276422764228,0.4322176057148755,0.3902439024390244,0.44715447154471544,0.5284552845528455
154,/organization/organization/headquarters./location/mailing_address/citytown,83,376,M-1,1018.2409638554217,0.33635550809193804,0.3132530120481928,0.3373493975903614,0.37349397590361444
155,/film/music_contributor/film,113,370,1-N,371.96017699115043,0.5360370737261477,0.4911504424778761,0.5575221238938053,0.6150442477876106
156,/music/performance_role/track_performances./music/track_contribution/contributor,191,373,M-N,215.50523560209425,0.25623457344414674,0.19109947643979058,0.2617801047120419,0.39267015706806285
157,/film/film/produced_by,147,339,M-1,301.4965986394558,0.5391383787401679,0.47278911564625853,0.5714285714285714,0.6462585034013606
158,/religion/religious_practice/practice_of,2,9,1-N,1.0,1.0,1.0,1.0,1.0
159,/architecture/museum/address./location/mailing_address/citytown,3,7,1-1,1.0,1.0,1.0,1.0,1.0
160,/film/film_location/featured_in_films,120,352,1-N,495.59166666666664,0.471988582611084,0.425,0.5041666666666667,0.5458333333333333
161,/organization/organization/founders,13,142,1-1,1.0,1.0,1.0,1.0,1.0
162,/tv/special_tv_performance_type/starring_performances./tv/regular_tv_appearance/actor,8,77,1-N,1.0,1.0,1.0,1.0,1.0
164,/award/award_winner/awards_won./award/award_honor/award,660,353,M-1,1368.3477272727273,0.11952922705448035,0.09393939393939393,0.11893939393939394,0.16363636363636364
165,/music/artist/label,230,333,M-1,586.5369565217392,0.3154997784158458,0.2717391304347826,0.3282608695652174,0.3869565217391304
166,/medicine/notable_person_with_medical_condition/condition,14,117,M-1,13.857142857142858,0.916766711643764,0.8928571428571429,0.9642857142857143,0.9642857142857143
167,/film/producer/film,163,364,1-N,330.7484662576687,0.595619622915069,0.5153374233128835,0.6411042944785276,0.7269938650306749
168,/people/person/spouse_s./people/marriage/type_of_union,314,375,M-1,1116.4140127388534,0.4574131084855195,0.4124203821656051,0.4888535031847134,0.5270700636942676
169,/film/film/production_companies,181,338,M-1,335.00276243093924,0.3904877552011395,0.3314917127071823,0.4005524861878453,0.5082872928176796
170,/location/country/second_level_divisions,47,357,1-N,7.840425531914893,0.8924680669256981,0.8723404255319149,0.9042553191489362,0.925531914893617
171,/sports/sports_team/roster./soccer/football_roster_position/position,253,338,M-1,264.25691699604744,0.3918937411704082,0.2727272727272727,0.5039525691699605,0.575098814229249
172,/film/film/directed_by,96,370,M-1,37.489583333333336,0.7939647833506266,0.7395833333333334,0.828125,0.8802083333333334
173,/sports/pro_athlete/teams./soccer/football_roster_position/team,67,329,M-N,1.671641791044776,0.8081023372820954,0.7014925373134329,0.8880597014925373,1.0
174,/food/ingredient/compatible_with_dietary_restrictions,4,44,M-N,1.125,0.9375,0.875,1.0,1.0
175,/language/human_language/main_country,12,61,1-1,1.125,0.96875,0.9583333333333334,0.9583333333333334,1.0
176,/sports/sports_team/location,47,333,1-1,1.0,1.0,1.0,1.0,1.0
177,/location/statistical_region/rent50_1./measurement_unit/dated_money_value/currency,37,344,M-1,4.662162162162162,0.8106449230297191,0.7837837837837838,0.8108108108108109,0.8648648648648649
178,/base/culturalevent/event/entity_involved,26,274,M-N,1.1538461538461537,0.9583333088801458,0.9423076923076923,0.9615384615384616,1.0
179,/film/film_festival_event/films,23,238,1-N,1.0434782608695652,0.9782608695652174,0.9565217391304348,1.0,1.0
181,/education/educational_degree/people_with_this_degree./education/education/institution,258,318,1-N,144.6996124031008,0.2850912522900012,0.2054263565891473,0.29069767441860467,0.4689922480620155
182,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,30,280,M-1,1.55,0.9465277989705404,0.9333333333333333,0.95,0.9833333333333333
183,/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,22,123,M-1,1.2727272727272727,0.9566115466031161,0.9318181818181818,0.9772727272727273,0.9772727272727273
184,/film/film/distributors./film/film_film_distributor_relationship/distributor,259,331,M-1,448.8166023166023,0.28338796843893277,0.22586872586872586,0.2857142857142857,0.4092664092664093
185,/sports/sport/teams,52,334,1-N,10.634615384615385,0.7210443936861478,0.6538461538461539,0.7884615384615384,0.875
186,/music/performance_role/regular_performances./music/group_membership/group,150,362,M-N,35.593333333333334,0.42571088155110676,0.3466666666666667,0.42,0.5966666666666667
187,/organization/organization/phone_number./common/phone_number/service_location,10,87,M-1,1.7,0.9533333778381348,0.95,0.95,0.95
188,/sports/sports_position/players./ice_hockey/hockey_roster_position/team,15,120,M-N,1.1666666666666667,0.9566666920979817,0.9333333333333333,0.9666666666666667,1.0
189,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,17,195,M-N,1.0588235294117647,0.9705882352941176,0.9411764705882353,1.0,1.0
190,/sports/sports_team_location/teams,44,332,1-1,1.0,1.0,1.0,1.0,1.0
191,/sports/sports_team/colors,69,371,M-1,68.4927536231884,0.6814316459324049,0.6376811594202898,0.7101449275362319,0.7608695652173914
192,/people/deceased_person/cause_of_death,88,349,M-1,876.2215909090909,0.5871719447049227,0.5568181818181818,0.5909090909090909,0.6477272727272727
193,/sports/sports_position/players./basketball/basketball_roster_position/team,19,160,M-N,1.1578947368421053,0.929824527941252,0.868421052631579,1.0,1.0
194,/base/popstra/celebrity/shops_at./base/popstra/shopping_choice/company,2,21,M-1,6367.0,0.500039279460907,0.5,0.5,0.5
195,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft,39,346,M-N,2.1666666666666665,0.8098861987774189,0.7435897435897436,0.8333333333333334,0.9871794871794872
196,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,74,319,M-N,93.22972972972973,0.7212067165890256,0.6351351351351351,0.7837837837837838,0.918918918918919
197,/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,21,227,M-N,1.0476190476190477,0.9761904761904762,0.9523809523809523,1.0,1.0
198,/user/alexander/philosophy/philosopher/interests,14,100,M-N,2.4642857142857144,0.8984037126813617,0.8571428571428571,0.9285714285714286,0.9642857142857143
